bookmarkId,sid,name,type,mcidName,mcid,sido,sigungu,address,memo,folders,folderCount,mismatch,isMatched,created,px,py
149296636,12017005,피양콩할마니,place,음식점,DINING,서울,강남구,서울 강남구 삼성로81길 30,,내 장소,1,AVAILABLE,True,2019-11-08,127.05525,37.5041
149274761,20268194,블루스퀘어,place,생활/문화,LIFE_CULTURE,서울,용산구,서울 용산구 이태원로 294,,내 장소,1,AVAILABLE,True,2019-11-08,127.002273,37.540617
143640053,38266218,아크로리버하임,place,일반,GENERAL,서울특별시,동작구,서울특별시 동작구 흑석동 157,,내 장소,1,AVAILABLE,True,2019-10-24,126.9612878,37.5101302
143080292,19283070,용인시청소년수련관,place,교육,EDUCATION,경기,용인시,경기 용인시 처인구 중부대로 1199,,내 장소,1,AVAILABLE,True,2019-10-23,127.1760375,37.2402513
137364940,1069208406,로커피,place,카페,CAFE,경기,용인시,경기 용인시 처인구 양지면 남평로 17-1,,내 장소,1,AVAILABLE,True,2019-10-02,127.2874703,37.2318261
137072451,38251950,플라츠로스팅컴퍼니,place,일반,GENERAL,경기,용인시,경기 용인시 수지구 광교호수로378번길 24,,내 장소,1,AVAILABLE,True,2019-10-01,127.0804465,37.2966209
135843361,505338596,젠제로,place,카페,CAFE,서울,강남구,서울 강남구 선릉로126길 14 예우빌딩 1층,,내 장소,1,AVAILABLE,True,2019-09-26,127.0432696,37.5153116
135632890,18783536,레미테지,place,일반,GENERAL,서울,성동구,서울 성동구 독서당로 154,,내 장소,1,AVAILABLE,True,2019-09-25,127.0119944,37.5395708
135068940,18830229,압구정대원칸타빌아파트,place,일반,GENERAL,서울,강남구,서울 강남구 압구정로48길 15,,내 장소,1,AVAILABLE,True,2019-09-22,127.0371134,37.5277321
133965521,19866487,윈제과점,place,카페,CAFE,서울,강남구,서울 강남구 삼성로 719 경덕빌딩,,내 장소,1,AVAILABLE,True,2019-09-18,127.049332,37.519973
133015505,18709548,황학아크로타워,place,일반,GENERAL,서울특별시,중구,서울특별시 중구 황학동 2523,,내 장소,1,AVAILABLE,True,2019-09-13,127.0219296,37.5658796
132633385,18663844,광화문풍림스페이스본아파트,place,일반,GENERAL,서울,종로구,서울 종로구 사직로8길 4,,내 장소,1,AVAILABLE,True,2019-09-11,126.9686008,37.5744035
125579404,12916689,용인고용복지플러스센터,place,공공,PUBLIC,경기,용인시,경기 용인시 기흥구 강남로 3 강남앤플러스,,내 장소,1,AVAILABLE,True,2019-08-13,127.1261,37.270975
120539591,1507701307,땡큐한,place,카페,CAFE,경기,성남시,경기 성남시 분당구 황새울로12번길 1-3 1층,,내 장소,1,AVAILABLE,True,2019-07-25,127.1101567,37.3613914
115177938,19224116,삼성로얄팰리스하우스빌,place,일반,GENERAL,경기,성남시,경기 성남시 분당구 백현로 105,,내 장소,1,AVAILABLE,True,2019-07-07,127.1120263,37.3761283
110685600,32636994,소나,place,카페,CAFE,서울,강남구,서울 강남구 강남대로162길 40,,내 장소,1,AVAILABLE,True,2019-06-15,127.0216305,37.5207337
109029160,19225309,정자아이파크아파트,place,일반,GENERAL,경기,성남시,경기 성남시 분당구 백현로 100,,내 장소,1,AVAILABLE,True,2019-06-07,127.110339,37.3762033
108081545,34269709,광교유타워,place,일반,GENERAL,경기,용인시,경기 용인시 수지구 광교중앙로295번길 3,,내 장소,1,AVAILABLE,True,2019-06-03,127.0684486,37.2961818
105118954,289641586,고운손주야간보호센터,place,공공,PUBLIC,경기,성남시,경기 성남시 분당구 구미로 124 굿모닝프라자1 4층,,내 장소,1,AVAILABLE,True,2019-05-19,127.1223574,37.3399779
103237434,677814642,Gramps Ground,place,음식점,DINING,경기,성남시,경기 성남시 분당구 정자일로 132 엠코헤리츠 4단지 D114,,내 장소,1,AVAILABLE,True,2019-05-09,127.1065586,37.3618482
100734466,37637684,마더린러 베이글,place,카페,CAFE,서울,서대문구,서울 서대문구 이화여대5길 5 1층,,내 장소,1,AVAILABLE,True,2019-04-27,126.9453951,37.5583074
99884753,1386833963,호랑이,place,카페,CAFE,서울,중구,서울 중구 을지로 157 3층 351호,,내 장소,1,AVAILABLE,True,2019-04-22,126.9956333,37.567219
99778020,18854974,도곡현대하이페리온아파트,place,일반,GENERAL,서울,강남구,서울 강남구 도곡로4길 31,,내 장소,1,AVAILABLE,True,2019-04-21,127.0350649,37.4887231
99775731,37160995,모모스커피,place,카페,CAFE,부산,금정구,부산 금정구 오시게로 20,,내 장소,1,AVAILABLE,True,2019-04-21,129.0863702,35.2192946
